Property type,Locality,Subtype,Construction year,Price,Type sale,Bedrooms,Living area,Equipped kitchen,Furnished,Bathrooms,Open fire,EPC score,Terrace,Terrace Area,Garden,Garden Area,Land surface,Facades,Swimming pool,Building state,URL
HOUSE,6940,HOUSE,2011,369000,None,4,231,1,0,1,0,E,1,58,1,855,855,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/durbuy/6940/20148923
HOUSE,6997,HOUSE,2011,369000,None,4,231,1,0,1,0,E,1,58,1,855,855,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/erezee/6997/20148921
HOUSE,9700,HOUSE,1978,398000,None,3,165,0,0,1,0,C,1,None,0,None,645,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20287732
HOUSE,4680,HOUSE,1977,399000,None,4,172,1,0,2,1,F,1,60,1,540,880,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oupeye/4680/20199285
HOUSE,9700,HOUSE,1918,399000,None,3,216,0,1,1,0,C,1,None,0,None,257,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20267628
HOUSE,4420,HOUSE,1998,419000,None,4,211,1,0,1,0,D,1,40,1,300,640,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/saint-nicolas/4420/20025414
HOUSE,6720,HOUSE,1899,420000,None,4,180,1,0,1,1,C,1,None,1,354,461,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/habay-habay-la-neuve/6720/20257825
HOUSE,1340,HOUSE,1933,430000,None,3,182,1,0,2,0,D,1,200,1,500,660,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve/1340/11426905
HOUSE,9550,HOUSE,2024,439300,None,3,130,1,0,1,0,A++,0,None,1,500,85,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20277088
HOUSE,2500,TOWN_HOUSE,1979,449000,None,3,223,1,0,2,1,C,1,15,1,86,210,2,0,AS_NEW,https://www.immoweb.be/en/classified/town-house/for-sale/lier/2500/20251787
HOUSE,9041,HOUSE,1974,458000,None,4,193,1,0,2,1,C,1,30,1,410,554,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/gent/9041/20063913
APARTMENT,8434,APARTMENT,2024,340000,New classified,2,None,None,0,1,0,None,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/lombardsijde/8434/20354896
APARTMENT,8434,APARTMENT,2024,335000,New classified,2,None,None,0,1,0,None,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/middelkerke/8434/20354895
HOUSE,2580,HOUSE,2017,860000,New classified,5,254,1,0,2,0,A,1,None,0,None,1251,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/putte/2580/20354892
HOUSE,7711,HOUSE,None,310000,New Price,3,357,None,0,1,0,E,0,None,0,None,1197,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/dottignies/7711/20205347
APARTMENT,8770,GROUND_FLOOR,1992,175000,New classified,1,85,1,0,1,0,C,0,None,1,50,0,2,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/ingelmunster/8770/20354888
APARTMENT,4347,APARTMENT,2023,275000,New Price,3,None,1,0,1,0,A,1,1,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/fexhe-le-haut-clocher/4347/20240578
HOUSE,3320,HOUSE,None,275000,New classified,4,180,None,0,1,0,E,1,None,0,None,562,None,0,TO_RESTORE,https://www.immoweb.be/en/classified/house/for-sale/hoegaarden/3320/20354887
APARTMENT,3540,APARTMENT,2024,495000,New classified,2,170,1,0,1,0,None,1,None,0,None,0,4,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/herk-de-stad/3540/20354885
HOUSE,8760,HOUSE,1948,205000,New classified,3,170,0,0,1,0,E,0,None,0,None,293,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/meulebeke/8760/20354884
APARTMENT,4347,APARTMENT,2023,220000,New Price,2,None,1,0,None,0,A,1,1,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/fexhe-le-haut-clocher/4347/20238652
HOUSE,3970,HOUSE,2023,315000,New classified,4,166,None,0,1,0,None,0,None,0,None,557,3,0,None,https://www.immoweb.be/en/classified/house/for-sale/leopoldsburg/3970/20354882
APARTMENT,7970,APARTMENT,2003,175000,New classified,2,99,None,0,0,0,C,1,None,0,None,0,4,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/beloeil/7970/20354881
HOUSE,3970,HOUSE,2023,360350,New classified,4,166,None,0,1,0,None,0,None,0,None,507,3,0,None,https://www.immoweb.be/en/classified/house/for-sale/leopoldsburg/3970/20354880
HOUSE,9290,HOUSE,None,398226,New classified,3,131,None,0,1,0,None,1,21,1,265,342,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/berlare/9290/20354876
HOUSE,3201,HOUSE,1983,464000,New classified,3,175,1,0,1,0,B,0,None,0,None,945,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/langdorp/3201/20354872
HOUSE,9240,HOUSE,None,370000,New classified,4,190,1,0,1,0,B,1,20,1,100,280,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/zele/9240/20354871
HOUSE,1357,HOUSE,2023,319900,New Price,3,163,1,0,1,0,B,0,None,0,None,1260,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/h%C3%A9l%C3%A9cine/1357/20311816
APARTMENT,8800,APARTMENT,2017,215000,New classified,1,72,1,0,1,0,A,1,18,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/roeselare/8800/20354870
HOUSE,8600,HOUSE,None,185000,New classified,2,111,0,0,1,0,F,1,None,0,None,735,None,0,TO_RESTORE,https://www.immoweb.be/en/classified/house/for-sale/vladslo/8600/20354867
APARTMENT,8790,APARTMENT,2007,169000,New classified,1,42,1,0,1,0,A,1,5,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/waregem/8790/20354860
HOUSE,3590,HOUSE,1955,289000,New classified,3,267,None,0,3,0,F,0,None,0,None,759,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/diepenbeek/3590/20354866
HOUSE,8950,HOUSE,None,189000,New classified,2,158,1,0,1,0,D,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/nieuwkerke/8950/20354859
HOUSE,8550,COUNTRY_COTTAGE,1874,499000,New classified,3,None,1,0,0,0,F,1,100,1,5000,5504,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/country-cottage/for-sale/zwevegem/8550/20354857
HOUSE,8501,HOUSE,None,230000,New classified,4,167,1,0,1,0,E,0,None,1,195,337,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/heule/8501/20354851
HOUSE,8800,VILLA,2013,729000,New classified,5,None,1,0,1,0,A,0,None,0,None,0,4,0,None,https://www.immoweb.be/en/classified/villa/for-sale/roeselare/8800/20354854
HOUSE,8560,HOUSE,2022,964000,New classified,4,184,1,0,1,0,A,1,21,1,120,221,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/20354853
HOUSE,8560,HOUSE,2022,389000,New classified,4,184,1,0,1,0,A,1,21,1,120,221,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/20354849
HOUSE,1420,VILLA,1973,460000,None,3,126,1,0,1,0,G,1,25,1,400,905,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/villa/for-sale/braine-lalleud/1420/20249730
APARTMENT,8780,APARTMENT,1979,149000,New classified,3,115,None,0,1,0,C,1,7,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20354858
HOUSE,4000,VILLA,2003,460000,None,3,200,1,0,1,0,C,1,36,1,600,773,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/rocourt/4000/20212301
HOUSE,9620,HOUSE,1938,469000,None,4,236,None,0,1,0,B,1,None,0,None,1270,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20293542
HOUSE,2870,HOUSE,2006,475000,None,3,200,1,0,1,0,B,1,30,1,350,434,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/puurs-sint-amands/2870/20284907
HOUSE,8760,MANSION,1955,465000,None,4,500,1,0,1,0,F,1,None,0,None,1308,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/mansion/for-sale/meulebeke/8760/20276248
HOUSE,2140,HOUSE,1961,489900,None,4,200,1,0,1,0,B,1,8,1,65,168,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2140/20275195
HOUSE,2600,HOUSE,1961,489900,None,4,200,1,0,1,0,B,1,8,1,65,168,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/20283458
HOUSE,9050,HOUSE,2013,493000,None,3,158,0,0,1,0,A,1,49,1,15,102,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/gent/9050/20326231
HOUSE,2610,TOWN_HOUSE,1977,499000,None,6,250,1,0,2,0,C,1,7,1,115,279,3,0,AS_NEW,https://www.immoweb.be/en/classified/town-house/for-sale/wilrijk/2610/20268771
HOUSE,1400,VILLA,2009,549000,None,4,262,1,0,1,0,B,1,13,1,1196,1361,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/nivelles/1400/20035229
HOUSE,1820,HOUSE,1978,529000,None,2,168,1,0,2,0,C,1,24,1,450,790,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/steenokkerzeel/1820/20306323
HOUSE,6700,VILLA,1990,560000,None,3,119,1,0,1,1,E,1,None,1,1564,1690,4,0,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/arlon-bonnert/6700/20257841
HOUSE,1702,HOUSE,2005,589000,None,3,190,1,0,1,0,B,1,19,1,500,609,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1702/20289716
HOUSE,9600,HOUSE,1992,590000,None,4,324,1,0,1,0,B,1,20,1,240,660,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20015162
HOUSE,6740,EXCEPTIONAL_PROPERTY,1994,640000,None,5,248,1,0,2,1,C,1,46,1,2635,2760,4,0,AS_NEW,https://www.immoweb.be/en/classified/exceptional-property/for-sale/etalle-buzenol/6740/20257813
HOUSE,1933,HOUSE,2020,635000,None,4,175,None,0,2,0,A,0,None,1,30,199,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/zaventem/1933/20326653
HOUSE,1150,HOUSE,1910,650000,None,3,142,1,0,2,0,G,1,12,1,100,160,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-pierre/1150/20242604
HOUSE,3080,HOUSE,2002,695000,None,4,235,1,0,2,0,B,1,40,1,150,460,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/20228431
HOUSE,1300,HOUSE,1969,650000,None,4,262,1,0,3,0,D,1,40,1,215,2363,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/wavre/1300/20257259
HOUSE,1970,HOUSE,1950,697500,None,3,122,1,0,1,0,C,1,10,1,1890,330,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/wezembeek-oppem/1970/20209132
HOUSE,1200,HOUSE,1924,750000,None,5,225,1,0,3,0,G,1,15,1,120,200,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20245133
HOUSE,1150,VILLA,1960,795000,None,4,205,1,0,3,0,G,1,20,1,150,333,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/woluwe-saint-pierre/1150/11376602
HOUSE,1180,VILLA,1956,1375000,None,4,220,1,0,1,0,G,1,45,1,1000,1271,4,0,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20079978
HOUSE,1950,VILLA,1974,1390000,None,5,317,1,0,2,0,D,1,50,1,700,1917,4,1,TO_RENOVATE,https://www.immoweb.be/en/classified/villa/for-sale/kraainem/1950/10946840
HOUSE,1180,VILLA,1968,2150000,None,5,550,1,0,3,1,G,1,150,1,3200,3237,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/20140498
HOUSE,9000,HOUSE,2024,535000,New classified,4,180,1,0,0,0,None,1,17,1,79,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20348648
HOUSE,1200,HOUSE,1966,1490000,None,5,290,1,0,3,0,E,1,None,1,650,781,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/woluwe-saint-lambert/1200/20228088
HOUSE,9000,HOUSE,2024,549000,New classified,4,192,1,0,0,0,None,1,16,1,75,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20348748
HOUSE,8880,HOUSE,None,109000,New classified,4,150,None,0,1,0,F,1,None,0,None,240,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/ledegem/8880/20354852
APARTMENT,5500,APARTMENT,None,165000,New classified,1,50,0,0,1,0,B,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/dinant/5500/20354846
HOUSE,9000,HOUSE,2024,549000,New classified,4,192,1,0,0,0,None,1,16,1,75,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20348734
APARTMENT,8530,APARTMENT,1981,239000,New classified,3,99,1,0,1,0,B,0,None,0,None,0,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/harelbeke/8530/20354848
APARTMENT,1180,APARTMENT,1990,370000,New classified,4,118,1,0,2,0,E,1,7,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20354845
HOUSE,8930,HOUSE,None,259000,New classified,3,150,1,0,1,0,D,0,None,0,None,278,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20354843
HOUSE,4219,HOUSE,None,350000,New classified,5,290,0,0,2,0,D,0,None,0,None,473,3,0,None,https://www.immoweb.be/en/classified/house/for-sale/wasseiges/4219/20354836
HOUSE,6791,HOUSE,1959,330000,New classified,4,120,1,0,1,0,B,1,18,1,50,0,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/athus/6791/20354833
HOUSE,2300,HOUSE,None,225000,New classified,2,126,1,0,1,0,C,1,None,0,None,192,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/turnhout/2300/20354829
HOUSE,4130,HOUSE,None,620000,New Price,7,543,0,0,5,0,C,1,20,0,None,1235,4,1,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/esneux%20tilff/4130/20176046
HOUSE,1020,HOUSE,None,379000,New classified,5,244,None,0,3,0,G,1,20,1,120,239,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/brussels/1020/20354826
HOUSE,5530,HOUSE,None,383905,New classified,4,189,None,0,2,0,A+,0,None,0,None,525,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/yvoir%20spontin/5530/20354825
HOUSE,5530,HOUSE,None,415090,New classified,4,182,None,0,1,0,A+,0,None,0,None,525,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/yvoir%20spontin/5530/20354824
HOUSE,1180,HOUSE,1995,1495000,None,3,210,1,0,2,0,F,1,None,1,600,950,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20231746
HOUSE,5170,HOUSE,None,585502,New classified,4,233,None,0,2,0,A+,0,None,0,None,3008,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/profondeville%20rivi%C3%A8re/5170/20354823
APARTMENT,4020,APARTMENT,1960,165000,New classified,3,81,0,0,1,0,C,1,None,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%A8ge/4020/20354818
HOUSE,5170,HOUSE,None,482975,New classified,3,184,None,0,1,0,A+,0,None,0,None,3008,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/profondeville%20rivi%C3%A8re/5170/20354805
APARTMENT,1170,APARTMENT,1970,335000,New classified,1,68,1,0,1,0,D,1,25,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20354797
HOUSE,4432,HOUSE,None,249000,New classified,3,None,1,0,1,0,D,1,None,0,None,180,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/xhendremael/4432/20354808
APARTMENT,9100,APARTMENT,1874,289000,New Price,1,111,1,0,1,0,B,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20301216
HOUSE,5555,HOUSE,2024,239000,None,3,None,1,0,1,0,A,0,None,0,None,353,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/bi%C3%A8vre/5555/20120902
HOUSE,5555,HOUSE,2024,259000,None,3,162,1,0,1,0,A,0,None,0,None,477,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/bi%C3%A8vre/5555/20120989
HOUSE,5555,HOUSE,2024,245000,None,3,143,1,0,1,0,A,0,None,0,None,429,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/bi%C3%A8vre/5555/20166565
HOUSE,9750,HOUSE,None,399000,New classified,3,166,None,0,1,0,None,1,None,0,None,377,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/kruisem/9750/20354788
HOUSE,9630,HOUSE,1955,299000,New classified,4,182,0,0,1,0,F,0,None,0,None,2532,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/zwalm/9630/20354790
HOUSE,9690,HOUSE,1972,195000,New classified,3,119,1,0,1,0,E,0,None,1,262,354,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/kluisbergen/9690/20354783
HOUSE,9000,HOUSE,2024,549000,New classified,4,192,1,0,0,0,None,1,16,1,75,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20348743
HOUSE,1470,EXCEPTIONAL_PROPERTY,2024,1495000,New classified,3,460,1,0,2,0,None,1,None,0,None,5210,4,0,None,https://www.immoweb.be/en/classified/exceptional-property/for-sale/genappe/1470/20354782
HOUSE,9000,HOUSE,2024,585000,New classified,4,180,1,0,0,0,None,1,17,1,187,0,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20348723
APARTMENT,2160,APARTMENT,2025,219000,New classified,1,53,1,0,1,0,A+,1,2,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20346122
HOUSE,9170,HOUSE,None,249000,None,4,225,1,0,1,0,E,1,18,0,None,167,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/de-klinge/9170/20326169
APARTMENT,8400,APARTMENT,1985,299000,New classified,2,73,1,0,1,0,B,1,4,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20343022
APARTMENT,2160,APARTMENT,2025,329000,New classified,3,83,1,0,1,0,A+,1,9,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/wommelgem/2160/20346124
APARTMENT,1050,APARTMENT,1960,339000,New classified,2,90,1,0,1,0,None,1,None,0,None,0,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20344656
HOUSE,2800,HOUSE,1900,360000,None,2,99,1,0,1,0,C,1,None,0,None,117,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20325988
HOUSE,2300,VILLA,2007,1099000,None,4,532,1,0,3,1,B,1,None,0,None,1500,4,0,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/turnhout/2300/20325773
HOUSE,8580,HOUSE,None,225000,New classified,3,150,None,0,1,0,B,1,None,0,None,104,None,0,None,https://www.immoweb.be/en/classified/house/for-sale/avelgem/8580/20355533
HOUSE,1500,BUNGALOW,1982,365000,New classified,3,95,1,0,1,0,B,1,None,0,None,339,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/bungalow/for-sale/halle/1500/20356848
HOUSE,8300,HOUSE,2023,3450000,New classified,5,620,1,0,4,0,A,1,None,0,None,655,4,1,GOOD,https://www.immoweb.be/en/classified/house/for-sale/knokke-zoute/8300/20327675
HOUSE,9140,HOUSE,1919,399000,New classified,5,273,1,0,1,0,C,1,None,1,110,210,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/temse/9140/20356747
HOUSE,4300,EXCEPTIONAL_PROPERTY,None,395000,New classified,5,384,1,0,1,0,D,1,83,1,1415,1895,4,0,GOOD,https://www.immoweb.be/en/classified/exceptional-property/for-sale/waremme/4300/20350059
HOUSE,8760,HOUSE,1980,395000,New classified,3,325,None,0,1,0,C,1,None,0,None,1749,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/meulebeke/8760/20355717
HOUSE,9700,HOUSE,None,460000,New classified,5,232,1,0,2,0,A,0,None,0,None,490,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/oudenaarde/9700/20355579
HOUSE,1745,VILLA,None,549000,New classified,3,346,0,0,1,1,B,1,50,1,1200,1599,4,1,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/opwijk/1745/20353084
HOUSE,2220,HOUSE,None,238000,New classified,3,140,1,0,1,0,F,1,None,0,None,321,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/20333318
HOUSE,8420,BUNGALOW,1991,209000,New classified,3,72,1,1,1,0,F,0,None,0,None,181,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/bungalow/for-sale/de-haan/8420/20331786
HOUSE,2580,HOUSE,1951,265000,New classified,3,164,1,0,1,0,E,0,None,0,None,621,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/beerzel/2580/20333313
HOUSE,5032,HOUSE,1990,460000,New classified,3,150,None,0,1,0,E,0,None,0,None,1075,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/corroy-le-chateau/5032/20334658
APARTMENT,1140,APARTMENT,1998,198000,New classified,1,45,1,1,0,0,F,1,4,0,None,0,3,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/evere/1140/20363172
APARTMENT,9880,APARTMENT,2023,575000,New classified,2,130,1,0,2,0,A,1,12,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/aalter/9880/20363285
APARTMENT,1000,APARTMENT,1953,255000,New classified,1,70,1,0,1,0,F,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20361500
HOUSE,9600,HOUSE,1930,215000,None,3,145,1,0,1,0,A,1,11,0,None,98,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20297839
HOUSE,1473,EXCEPTIONAL_PROPERTY,2024,1495000,New classified,3,460,1,0,2,0,None,1,None,0,None,5210,4,0,None,https://www.immoweb.be/en/classified/exceptional-property/for-sale/glabais/1473/20354781
HOUSE,2940,HOUSE,1986,369000,New classified,3,172,0,0,1,0,A,0,None,0,None,188,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/stabroek/2940/20336914
HOUSE,9280,VILLA,None,1395000,New classified,3,305,0,0,2,1,A,1,150,1,1300,1742,4,1,JUST_RENOVATED,https://www.immoweb.be/en/classified/villa/for-sale/lebbeke/9280/20354779
HOUSE,2640,HOUSE,1930,395000,New classified,4,207,1,0,2,0,E,0,None,1,200,367,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/mortsel/2640/20354761
HOUSE,9300,HOUSE,None,265000,New classified,4,156,1,0,2,0,B,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20354759
HOUSE,2650,HOUSE,1957,359000,New classified,3,130,1,0,1,0,C,0,None,0,None,195,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/edegem/2650/20354760
HOUSE,3080,HOUSE,1979,399000,New classified,3,150,1,0,1,0,C,1,25,0,None,582,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/tervuren/3080/20354754
HOUSE,2600,TOWN_HOUSE,1973,625000,New classified,4,315,1,0,1,0,C,1,20,1,120,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/town-house/for-sale/berchem/2600/20354753
APARTMENT,2910,APARTMENT,1951,325000,New classified,4,272,1,0,1,0,F,1,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/essen/2910/20354752
HOUSE,9310,VILLA,1999,549500,New classified,4,170,1,0,1,0,B,1,None,0,None,410,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/aalst/9310/20354748
HOUSE,8560,HOUSE,1963,349000,New classified,3,168,0,0,1,0,F,0,None,0,None,1647,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/gullegem/8560/20354744
