Property type,Locality,Subtype,Construction year,Price,Type sale,Bedrooms,Living area,Equipped kitchen,Furnished,Bathrooms,Open fire,EPC score,Terrace,Terrace Area,Garden,Garden Area,Land surface,Facades,Swimming pool,Building state,URL
HOUSE,2470,HOUSE,1988,495000,None,2,203,1,0,1,1,E,1,None,0,None,2122,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/retie/2470/20325603
APARTMENT,3150,APARTMENT,2021,519000,New classified,2,127,None,0,2,0,A,1,52,0,None,0,4,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/haacht/3150/20344374
HOUSE,9420,HOUSE,None,765000,New classified,2,215,0,0,1,1,F,1,80,1,76480,76560,None,0,TO_RESTORE,https://www.immoweb.be/en/classified/house/for-sale/erpe-mere/9420/20354571
HOUSE,8300,HOUSE,1979,3750000,New classified,4,298,None,0,3,0,B,0,None,0,None,624,4,1,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20356220
HOUSE,6020,HOUSE,None,100000,New classified,2,70,1,0,1,0,F,1,22,1,80,0,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/dampremy/6020/20334056
HOUSE,6792,HOUSE,1850,219000,New classified,3,391,1,0,0,0,G,0,None,0,None,476,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/halanzy/6792/20333541
HOUSE,2950,HOUSE,1992,599000,New classified,5,219,1,0,1,0,B,0,None,1,916,916,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/kapellen%20%282950%29/2950/20346697
HOUSE,5570,HOUSE,1900,249000,New classified,6,284,1,0,2,0,D,1,None,1,1653,1653,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/beauraing/5570/20330996
APARTMENT,8560,APARTMENT,2025,247000,New classified,1,83,None,0,0,0,None,1,20,0,None,0,None,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/gullegem/8560/20346689
HOUSE,8640,HOUSE,2024,360000,New classified,3,171,1,0,0,0,None,1,None,0,None,161,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oost-vleteren/8640/20346688
HOUSE,8640,HOUSE,2024,349500,New classified,3,152,1,0,0,0,None,0,None,0,None,144,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oost-vleteren/8640/20346686
APARTMENT,8560,APARTMENT,2025,295000,New classified,2,89,1,0,0,0,None,1,23,0,None,0,None,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/gullegem/8560/20346690
HOUSE,4540,HOUSE,1874,139000,New classified,4,159,1,0,0,0,D,0,None,0,None,90,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/amay/4540/20346684
HOUSE,8640,HOUSE,2024,360850,New classified,3,167,1,0,1,0,None,0,None,0,None,169,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/oost-vleteren/8640/20346685
APARTMENT,8370,APARTMENT,1956,110000,New Price,1,50,None,0,1,0,B,0,None,0,None,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/20043810
APARTMENT,9120,APARTMENT,2005,210000,New classified,2,None,0,0,1,0,C,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/beveren-waas/9120/20346681
APARTMENT,1000,GROUND_FLOOR,2026,425000,New classified,2,83,None,0,1,0,A,1,20,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/ground-floor/for-sale/brussel/1000/20346673
APARTMENT,1000,APARTMENT,None,410000,New classified,3,125,1,0,1,0,D,0,None,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20346675
APARTMENT,1000,APARTMENT,2026,323000,New classified,1,63,None,0,1,0,None,1,4,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20346667
HOUSE,1050,HOUSE,2024,799000,New classified,3,227,None,0,2,0,None,1,29,1,32,0,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20346674
HOUSE,1050,HOUSE,2024,850000,New classified,5,232,None,0,3,0,None,1,21,1,21,0,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20346666
APARTMENT,1000,FLAT_STUDIO,2026,260000,New classified,0,40,None,0,1,0,A,1,3,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/flat-studio/for-sale/brussel/1000/20346671
HOUSE,8301,HOUSE,2007,849000,New classified,5,None,1,0,2,0,B,1,40,1,115,0,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/heist-aan-zee/8301/20346658
HOUSE,1050,HOUSE,2024,1199000,New classified,10,409,None,0,4,0,None,1,18,1,50,0,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/elsene/1050/20346669
HOUSE,9120,HOUSE,1996,469000,New classified,4,162,1,0,1,0,B,1,40,1,103,278,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/beveren-waas/9120/20346657
HOUSE,3500,HOUSE,1990,575000,New classified,4,269,1,0,1,0,C,1,15,0,None,1997,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/hasselt/3500/20346655
HOUSE,2500,BUNGALOW,1999,589000,New classified,5,285,None,0,1,0,C,0,None,0,None,1425,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/bungalow/for-sale/lier/2500/20346641
HOUSE,2570,BUNGALOW,1999,589000,New classified,5,285,None,0,1,0,C,0,None,0,None,1425,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/bungalow/for-sale/duffel/2570/20346642
HOUSE,9620,HOUSE,None,279000,New Price,3,166,1,0,1,0,F,1,None,0,None,169,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20198342
APARTMENT,9000,APARTMENT,2019,399000,New classified,2,95,0,0,1,0,A,1,11,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20346631
APARTMENT,8600,APARTMENT,None,237500,New classified,2,100,0,0,1,0,A,1,9,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/diksmuide/8600/20346630
HOUSE,1150,HOUSE,1926,465000,New classified,3,147,1,0,1,0,E,1,20,0,None,100,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/sint-pieters-woluwe/1150/20346628
APARTMENT,9800,APARTMENT,2024,255000,None,1,68,1,0,1,0,A,1,12,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11084137
HOUSE,9308,BUNGALOW,1976,340000,New classified,3,124,0,0,1,0,C,1,None,0,None,1083,3,0,None,https://www.immoweb.be/en/classified/bungalow/for-sale/aalst%20hofstade/9308/20346627
HOUSE,4500,HOUSE,None,259000,New classified,6,262,1,0,0,0,E,1,None,0,None,287,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/huy/4500/20336194
HOUSE,6791,HOUSE,1900,275000,New classified,3,150,None,0,1,0,E,0,None,0,None,353,None,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/athus/6791/20333551
HOUSE,3300,HOUSE,None,257000,New classified,4,174,1,0,1,0,D,1,None,0,None,80,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/tienen/3300/20332415
HOUSE,8800,HOUSE,None,279000,New classified,3,152,0,0,1,0,D,1,None,0,None,130,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/20333614
HOUSE,8210,HOUSE,1970,299000,New classified,4,223,None,0,1,0,F,1,None,0,None,414,None,0,None,https://www.immoweb.be/en/classified/house/for-sale/zedelgem/8210/20331739
APARTMENT,9770,APARTMENT,2024,305000,None,2,86,1,0,1,0,A,1,16,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kruisem/9770/11458607
APARTMENT,9800,APARTMENT,2024,315000,None,2,84,1,0,1,0,A,1,22,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11036913
APARTMENT,9800,APARTMENT,2024,360000,None,2,89,1,0,1,0,A,1,21,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11036918
APARTMENT,9800,APARTMENT,2024,425000,None,2,99,1,0,1,0,A,1,21,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11084139
HOUSE,3001,HOUSE,1938,429000,New classified,4,149,1,0,1,0,D,0,None,0,None,150,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/kessel-lo/3001/20336149
APARTMENT,9800,APARTMENT,2024,440000,None,3,116,1,0,2,0,A,1,18,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11036922
HOUSE,8000,HOUSE,None,435000,New classified,3,160,1,0,2,0,C,1,30,0,None,90,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20334282
APARTMENT,9800,APARTMENT,2024,550000,None,3,130,1,0,2,0,A,1,26,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/11084138
APARTMENT,1150,PENTHOUSE,2024,790000,None,3,180,1,0,2,0,A,1,30,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/20269454
HOUSE,3020,EXCEPTIONAL_PROPERTY,1971,750000,New classified,5,400,1,0,1,0,D,1,None,1,778,1417,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/exceptional-property/for-sale/herent/3020/20331755
APARTMENT,8780,APARTMENT,2013,235000,None,2,80,1,0,0,0,A,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/oostrozebeke/8780/20299963
APARTMENT,8300,APARTMENT,1998,775000,None,3,85,1,0,2,0,B,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20299835
APARTMENT,2800,APARTMENT,1978,135000,New classified,1,42,None,0,1,0,B,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20365666
APARTMENT,5590,APARTMENT,None,180000,New classified,1,60,0,0,1,0,B,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/ciney/5590/20363587
APARTMENT,4141,DUPLEX,None,199000,New classified,3,120,None,0,2,0,E,1,3,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/duplex/for-sale/louveigne/4141/20365933
APARTMENT,5060,APARTMENT,None,125000,New classified,1,74,1,0,None,0,E,0,None,0,None,0,3,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/apartment/for-sale/sambreville-arsimont/5060/20363555
APARTMENT,2940,APARTMENT,1977,229000,New classified,2,95,1,0,1,0,B,1,4,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/hoevenen/2940/20364195
HOUSE,5660,HOUSE,1930,219000,None,2,163,1,0,1,0,E,1,12,1,2493,2818,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/couvin/5660/20298891
HOUSE,4400,HOUSE,None,265000,None,3,133,1,0,1,0,F,1,37,1,288,390,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/flemalle/4400/20298321
APARTMENT,2800,GROUND_FLOOR,1969,259000,New classified,2,84,None,0,1,0,D,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/ground-floor/for-sale/mechelen/2800/20365640
APARTMENT,2800,APARTMENT,1969,329000,New classified,2,90,1,0,1,0,B,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20365651
APARTMENT,2800,APARTMENT,1967,341000,New classified,2,95,None,0,1,0,A,0,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/mechelen/2800/20365649
APARTMENT,8500,APARTMENT,1977,165000,None,2,100,1,0,1,0,None,1,5,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/20316850
HOUSE,9300,HOUSE,1918,239000,New classified,3,130,1,0,1,0,F,1,None,0,None,370,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/20346622
HOUSE,9308,HOUSE,1918,239000,New classified,3,130,1,0,1,0,F,1,None,0,None,370,4,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/hofstade/9308/20346621
HOUSE,2430,HOUSE,1980,269000,None,3,197,1,0,1,0,E,0,None,0,None,785,None,0,None,https://www.immoweb.be/en/classified/house/for-sale/laakdal/2430/20316223
APARTMENT,9800,APARTMENT,2024,380000,New classified,2,94,1,0,1,0,None,1,30,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20346612
HOUSE,9051,HOUSE,2024,555000,New classified,3,None,1,0,1,0,None,1,None,1,59,0,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/gent%20sint-denijs-westrem/9051/20346611
APARTMENT,9800,APARTMENT,2024,375000,New classified,2,89,1,0,1,0,None,1,24,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20346615
APARTMENT,9800,APARTMENT,2024,385000,New classified,2,96,1,0,2,0,None,1,17,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20346609
APARTMENT,9800,APARTMENT,2024,245000,New classified,1,68,1,0,1,0,None,1,14,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20346617
HOUSE,9000,HOUSE,1963,1100000,New classified,5,200,1,1,5,0,A,1,13,1,41,147,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20346610
APARTMENT,9000,APARTMENT,None,179000,New classified,1,26,1,0,1,0,B,0,None,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/gent/9000/20346607
HOUSE,29602,VILLA,2023,2200000,New classified,4,320,1,1,4,0,None,1,259,1,113,507,4,1,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/marbella/29602/20346606
APARTMENT,1997,APARTMENT,2024,838000,New classified,2,98,1,0,1,0,None,1,None,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/nendaz/1997/20346614
HOUSE,9051,HOUSE,None,1350000,New classified,4,283,1,0,3,0,C,1,None,0,None,480,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/gent%20afsnee/9051/20346604
APARTMENT,9800,APARTMENT,2024,560000,New classified,3,130,1,0,2,0,None,1,28,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/deinze/9800/20346605
HOUSE,9870,VILLA,2024,399000,New classified,3,193,1,0,1,0,None,0,None,1,54,110,3,0,AS_NEW,https://www.immoweb.be/en/classified/villa/for-sale/zulte%20machelen/9870/20346600
APARTMENT,9800,PENTHOUSE,2024,400000,New classified,2,96,1,0,2,0,None,1,17,0,None,0,4,0,AS_NEW,https://www.immoweb.be/en/classified/penthouse/for-sale/deinze/9800/20346596
HOUSE,9600,HOUSE,None,99000,New classified,3,250,1,0,0,0,None,0,None,0,None,160,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20346594
HOUSE,9340,HOUSE,1950,498500,New classified,4,226,None,0,1,0,C,1,20,1,1000,1416,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/smetlede/9340/20346590
APARTMENT,1050,APARTMENT,None,160000,New Price,1,51,None,0,1,0,D,1,9,0,None,0,None,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20268513
HOUSE,8792,VILLA,1996,550000,New classified,3,200,1,0,1,1,B,1,None,0,None,572,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/desselgem/8792/20346581
HOUSE,8790,VILLA,1996,550000,New classified,3,200,1,0,1,1,B,1,None,0,None,572,4,0,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/waregem/8790/20346579
HOUSE,7760,HOUSE,None,265000,New classified,3,150,1,0,1,0,B,1,None,0,None,161,2,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/escanaffles/7760/20346550
HOUSE,1840,HOUSE,1937,209000,New classified,2,163,1,0,1,0,E,0,None,0,None,43,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/20346545
APARTMENT,1190,APARTMENT,2008,499000,New classified,3,135,1,0,2,0,D,1,13,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20346544
APARTMENT,8430,DUPLEX,2009,445000,New classified,3,92,1,1,2,0,B,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/duplex/for-sale/middelkerke/8430/20346543
APARTMENT,1360,APARTMENT,2012,225000,New classified,1,70,1,0,0,0,D,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/perwez/1360/20346542
HOUSE,6700,HOUSE,None,200000,New classified,4,240,1,0,0,0,E,1,30,0,None,0,2,0,TO_BE_DONE_UP,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20346540
HOUSE,9310,COUNTRY_COTTAGE,1935,325000,New classified,5,225,None,0,1,0,F,0,None,0,None,735,4,0,None,https://www.immoweb.be/en/classified/country-cottage/for-sale/meldert/9310/20346535
APARTMENT,2640,DUPLEX,1960,335000,None,2,132,0,0,2,0,D,1,22,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/duplex/for-sale/mortsel/2640/20316934
APARTMENT,2100,APARTMENT,None,285000,New Price,2,102,1,0,1,0,B,1,3,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2100/20326546
APARTMENT,8490,APARTMENT,None,520000,New classified,2,120,0,0,1,1,A,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/varsenare/8490/20339351
APARTMENT,1200,APARTMENT,2016,525000,None,2,95,1,0,2,0,C,1,120,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20303458
HOUSE,8930,HOUSE,None,228000,New classified,4,151,None,0,1,0,D,1,None,0,None,400,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/menen/8930/20362333
HOUSE,8530,HOUSE,None,240000,New classified,3,None,None,0,1,0,D,0,None,0,None,332,None,0,None,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20363455
HOUSE,8530,HOUSE,1959,260000,New classified,4,None,None,0,2,0,B,1,None,0,None,260,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20363497
HOUSE,4101,HOUSE,1918,289000,None,5,181,1,0,1,0,E,1,80,0,None,211,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20298713
HOUSE,5580,HOUSE,None,290000,New classified,11,335,0,0,2,1,F,1,None,0,None,0,None,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/20363508
HOUSE,3980,HOUSE,2001,325000,New classified,3,146,None,0,1,0,D,0,None,0,None,631,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/20363563
HOUSE,8870,HOUSE,1973,329000,None,3,177,1,0,1,0,C,1,None,0,None,502,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/20300174
APARTMENT,8660,APARTMENT,1978,345000,New classified,3,106,None,0,1,0,C,1,15,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/de-panne/8660/20339435
HOUSE,8020,HOUSE,2001,380000,None,3,192,0,0,1,0,C,1,137,0,None,412,None,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/ruddervoorde/8020/20297598
HOUSE,9150,HOUSE,None,385000,New classified,3,246,None,0,2,0,B,0,None,0,None,166,4,0,None,https://www.immoweb.be/en/classified/house/for-sale/kruibeke/9150/20362909
APARTMENT,8300,APARTMENT,None,445000,New classified,2,85,1,0,1,0,B,0,None,0,None,0,None,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20337834
HOUSE,9140,MANSION,1900,435000,None,5,325,1,0,2,0,D,1,None,0,None,230,None,0,GOOD,https://www.immoweb.be/en/classified/mansion/for-sale/temse/9140/20300198
HOUSE,1570,HOUSE,1850,475000,None,3,282,1,0,1,0,C,1,None,1,419,5197,4,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/galmaarden/1570/20289991
APARTMENT,1200,APARTMENT,1937,575000,New classified,3,141,1,0,2,0,G,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20337034
APARTMENT,8300,APARTMENT,1991,1195000,New classified,3,100,1,0,2,0,B,0,None,0,None,0,2,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/knokke-heist/8300/20338396
HOUSE,8680,HOUSE,1918,149000,New classified,3,95,None,0,1,0,F,0,None,0,None,455,2,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/koekelare/8680/20342871
HOUSE,2020,HOUSE,None,239000,New classified,4,162,None,0,0,0,D,0,None,0,None,60,2,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2020/20345120
HOUSE,9500,HOUSE,None,249000,New classified,3,143,1,0,2,0,B,0,None,0,None,130,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20344084
HOUSE,9500,HOUSE,None,349000,New classified,5,408,1,0,1,0,E,0,None,0,None,2103,4,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20345305
HOUSE,1301,HOUSE,1988,625000,New classified,4,390,1,0,2,0,C,1,None,1,780,1475,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/bierges/1301/20345920
APARTMENT,8430,FLAT_STUDIO,1968,92500,New classified,0,40,None,0,1,0,C,1,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/flat-studio/for-sale/middelkerke/8430/20357128
APARTMENT,1000,FLAT_STUDIO,2017,187000,New classified,0,32,1,1,1,0,C,1,None,0,None,0,4,0,GOOD,https://www.immoweb.be/en/classified/flat-studio/for-sale/brussel/1000/20355989
APARTMENT,8211,APARTMENT,1997,229000,New classified,2,120,0,0,1,0,C,0,None,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/zedelgem/8211/20359904
APARTMENT,9100,APARTMENT,1981,235000,New classified,2,110,0,0,1,0,C,1,5,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/sint-niklaas/9100/20355680
APARTMENT,8370,GROUND_FLOOR,2012,265000,New classified,2,83,None,0,1,0,C,0,None,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/ground-floor/for-sale/blankenberge/8370/20354905
HOUSE,9100,HOUSE,None,385000,New Price,3,155,1,0,1,0,C,1,30,1,175,325,3,0,JUST_RENOVATED,https://www.immoweb.be/en/classified/house/for-sale/sint-niklaas/9100/20231504
APARTMENT,4020,APARTMENT,1962,129000,New classified,1,57,1,0,1,0,C,0,None,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/li%C3%88ge/4020/20346531
HOUSE,6740,HOUSE,1998,440000,New classified,5,209,1,0,1,0,C,0,None,0,None,1435,4,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/etalle/6740/20346521
APARTMENT,6700,APARTMENT,2024,300000,New classified,2,72,1,0,1,0,A,1,4,0,None,0,3,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/arlon/6700/20346523
APARTMENT,9300,APARTMENT,1960,249000,New classified,2,88,None,0,1,0,B,1,None,0,None,0,2,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/aalst%20%28aalst%29/9300/20346520
HOUSE,4342,VILLA,1995,460000,New classified,4,230,1,0,1,1,C,1,22,1,650,1000,4,1,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/hognoul/4342/20346519
HOUSE,6200,HOUSE,None,185000,New classified,4,160,None,0,0,0,D,1,10,0,None,120,2,0,None,https://www.immoweb.be/en/classified/house/for-sale/gilly/6200/20346516
HOUSE,4340,VILLA,1995,460000,New classified,4,230,1,0,1,1,C,1,22,1,650,1000,4,1,GOOD,https://www.immoweb.be/en/classified/villa/for-sale/awans/4340/20346517
APARTMENT,2200,APARTMENT,1960,155000,New Price,1,63,1,0,1,0,C,0,None,0,None,0,3,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/herentals/2200/20194464
HOUSE,5190,TOWN_HOUSE,2013,315000,New classified,2,130,1,0,1,0,D,1,19,1,30,216,4,0,AS_NEW,https://www.immoweb.be/en/classified/town-house/for-sale/jemeppe-sur-sambre/5190/20346511
HOUSE,9220,HOUSE,1965,599000,New classified,4,266,1,0,1,1,C,1,None,0,None,1440,None,1,GOOD,https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20346512
APARTMENT,4630,APARTMENT,None,249000,New classified,2,98,0,0,1,0,C,1,4,0,None,0,2,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/soumagne/4630/20346509
APARTMENT,1000,PENTHOUSE,1928,650000,New classified,2,188,None,0,3,0,G,1,17,0,None,0,3,0,None,https://www.immoweb.be/en/classified/penthouse/for-sale/bruxelles/1000/20346508
HOUSE,9000,HOUSE,1962,499000,New classified,3,121,1,0,1,0,A,1,None,1,26,88,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20346504
APARTMENT,1000,APARTMENT,1928,750000,New classified,3,215,None,0,2,0,E,1,2,0,None,0,3,0,None,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20346507
HOUSE,9220,HOUSE,1965,599000,New classified,4,266,1,0,1,1,C,1,None,0,None,1440,None,1,GOOD,https://www.immoweb.be/en/classified/house/for-sale/hamme/9220/20346506
HOUSE,7160,HOUSE,1950,395000,New classified,3,240,0,0,1,0,None,1,None,0,None,860,3,0,GOOD,https://www.immoweb.be/en/classified/house/for-sale/chapelle-lez-herlaimont/7160/20346505
HOUSE,9280,HOUSE,1966,279000,New classified,3,124,1,0,1,0,F,1,None,0,None,518,3,0,TO_RENOVATE,https://www.immoweb.be/en/classified/house/for-sale/lebbeke%20wieze/9280/20346502
APARTMENT,1040,FLAT_STUDIO,1976,199000,New classified,0,33,1,0,1,0,D,1,3,0,None,0,None,0,GOOD,https://www.immoweb.be/en/classified/flat-studio/for-sale/etterbeek/1040/20346501
APARTMENT,1310,APARTMENT,1990,530000,New classified,3,145,1,0,2,0,A,0,None,0,None,0,None,0,AS_NEW,https://www.immoweb.be/en/classified/apartment/for-sale/la%20hulpe/1310/20346500
HOUSE,8000,HOUSE,None,345000,New classified,2,102,1,0,1,0,B,1,7,0,None,54,2,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20346503
HOUSE,1745,HOUSE,1999,899000,New classified,4,295,1,0,1,0,B,1,None,0,None,872,3,1,GOOD,https://www.immoweb.be/en/classified/house/for-sale/opwijk/1745/20346499
APARTMENT,1020,APARTMENT,2012,615000,New classified,2,255,1,0,1,0,G,1,20,0,None,0,4,0,GOOD,https://www.immoweb.be/en/classified/apartment/for-sale/laeken/1020/20346497
HOUSE,9230,HOUSE,2024,450000,New classified,4,158,1,0,1,0,None,1,12,1,55,225,3,0,AS_NEW,https://www.immoweb.be/en/classified/house/for-sale/wetteren/9230/20346494
